0.10482180293501 0 1
0.0880503144654088 0 2
0.0314465408805031 0 3
0.010482180293501 0 4
0.00628930817610063 0 5
0.00209643605870021 0 6
0.00209643605870021 0 7
0.0440251572327044 1 1
0.113207547169811 1 2
0.0377358490566038 1 3
0.0209643605870021 1 4
0.010482180293501 1 5
0.00838574423480084 1 6
0.00209643605870021 1 7
0.0356394129979036 2 1
0.0775681341719078 2 2
0.0524109014675052 2 3
0.0209643605870021 2 4
0.010482180293501 2 5
0.00209643605870021 2 6
0.00209643605870021 2 7
0.00628930817610063 2 8
0.0230607966457023 3 1
0.0440251572327044 3 2
0.0419287211740042 3 3
0.0188679245283019 3 4
0.00419287211740042 3 5
0.00419287211740042 3 6
0.0167714884696017 4 1
0.0335429769392034 4 2
0.00838574423480084 4 3
0.00838574423480084 4 4
0.00419287211740042 4 5
0.00628930817610063 4 6
0.00209643605870021 4 9
0.00419287211740042 5 1
0.010482180293501 5 2
0.0125786163522013 5 3
0.00838574423480084 5 4
0.00209643605870021 5 5
0.00628930817610063 5 6
0.00209643605870021 5 9
0.00209643605870021 5 19
0.00628930817610063 6 2
0.00209643605870021 6 4
0.00209643605870021 6 5
0.00209643605870021 6 15
0.00209643605870021 7 3
0.00209643605870021 7 4
0.00209643605870021 7 6
0.00209643605870021 7 8
0.00209643605870021 7 9
0.00209643605870021 8 4
0.00419287211740042 8 5
0.00209643605870021 8 6
0.00209643605870021 8 11
0.00209643605870021 9 2
0.00209643605870021 9 9
0.00209643605870021 9 12
0.00209643605870021 10 2
0.00209643605870021 10 4
0.00209643605870021 13 3
