0.0257966616084977 0
0.0333839150227618 1
0.0402124430955994 2
0.035660091047041 3
0.0204855842185129 4
0.0311077389984825 5
0.0151745068285281 6
0.0212443095599393 7
0.0189681335356601 8
0.0182094081942337 9
0.0295902883156297 10
0.0197268588770865 11
0.0204855842185129 12
0.0174506828528073 13
0.0204855842185129 14
0.0227617602427921 15
0.0144157814871017 16
0.0197268588770865 17
0.0144157814871017 18
0.0189681335356601 19
0.0250379362670713 20
0.0189681335356601 21
0.0280728376327769 22
0.0151745068285281 23
0.0182094081942337 24
0.0257966616084977 25
0.0204855842185129 26
0.0197268588770865 27
0.0257966616084977 28
0.0182094081942337 29
0.0250379362670713 30
0.0128983308042489 31
0.0151745068285281 32
0.0128983308042489 33
0.0166919575113809 34
0.0197268588770865 35
0.0182094081942337 36
0.0128983308042489 37
0.0136570561456753 38
0.00986342943854325 39
0.0159332321699545 40
0.00606980273141123 41
0.0113808801213961 42
0.00531107738998483 43
0.00531107738998483 44
0.00379362670713202 45
0.00682852807283763 46
0.00682852807283763 47
0.00531107738998483 48
0.00303490136570561 49
0.00834597875569044 50
0.00455235204855842 51
0.00455235204855842 52
0.00151745068285281 53
0.00303490136570561 54
0.00379362670713202 55
0.00606980273141123 56
0.00758725341426404 57
0.00227617602427921 58
0.00227617602427921 59
0.00379362670713202 60
0.00151745068285281 61
0.00531107738998483 62
0.00531107738998483 63
0.00227617602427921 64
0.00379362670713202 65
0.00455235204855842 66
0.00379362670713202 67
0.00303490136570561 68
0.00151745068285281 69
0.00227617602427921 70
0.00227617602427921 71
0 72
0.000758725341426404 73
0.00227617602427921 74
0.00455235204855842 75
0.00151745068285281 76
0 77
0.000758725341426404 78
0.000758725341426404 79
0.000758725341426404 80
0 81
0.00151745068285281 82
0.000758725341426404 83
0 84
0 85
0.000758725341426404 86
0.000758725341426404 87
0 88
0.000758725341426404 89
