1.789958679504597035e-03,1.598755917436664063e-04
2.560710963607704376e-03,1.148442872033659482e-04
3.157422409364948630e-03,9.543424214289160205e-05
2.212629286915978200e-03,1.241611088323936376e-04
2.088314402383219161e-03,1.272667160420695069e-04
2.212629286915978200e-03,1.327015286590023596e-04
3.754133855122192883e-03,8.767022411870187444e-05
2.013725471663563738e-03,1.381363412759351581e-04
3.182285386271500437e-03,1.016454565622433950e-04
1.889410587130804483e-03,1.389127430783541526e-04
2.510985009794600761e-03,1.420183502880300219e-04
2.709888825047015223e-03,1.272667160420695069e-04
2.635299894327359799e-03,1.132914835985280000e-04
1.342425095186663845e-03,1.637576007557612701e-04
1.466739979719423100e-03,1.536643773243146134e-04
3.654681947495985218e-03,9.543424214289160205e-05
2.709888825047015223e-03,1.249375106348126049e-04
2.336944171448737673e-03,1.233847070299746431e-04
2.386670125261841288e-03,1.342543322638402943e-04
1.690506771878389587e-03,1.575463863364094772e-04
4.027626601094263202e-03,8.145900969935008151e-05
4.027626601094263202e-03,8.999942952595879001e-05
4.325982323972885762e-03,8.844662592112084178e-05
2.685025848140463415e-03,1.078566709815951879e-04
1.814821656411148842e-03,1.435711538928679566e-04
1.218110210653904589e-03,1.653104043605992590e-04
2.983381571019085542e-03,1.055274655743382588e-04
2.834203709579774695e-03,1.156206890057849155e-04
3.679544924402537026e-03,9.388143853805365382e-05
1.242973187560456397e-03,1.544407791267336078e-04
2.013725471663563738e-03,1.396891448807730928e-04
3.803859808935296499e-03,9.543424214289160205e-05
2.759614778860118838e-03,1.078566709815951879e-04
2.660162871233911607e-03,1.249375106348126049e-04
4.102215531813918625e-03,7.990620609451213328e-05
1.491602956625974908e-03,1.459003593001248857e-04
2.312081194542185865e-03,1.288195196469074958e-04
4.251393393253229472e-03,7.524779527999828858e-05
2.038588448570115546e-03,1.435711538928679566e-04
3.356326224617363092e-03,1.101858763888521035e-04
4.251393393253229472e-03,7.058938446548444388e-05
2.635299894327359799e-03,1.148442872033659482e-04
3.306600270804259476e-03,1.055274655743382588e-04
2.510985009794600761e-03,1.202790998202987602e-04
1.342425095186663845e-03,1.590991899412474661e-04
1.640780818065285971e-03,1.513351719170577113e-04
1.765095702598045227e-03,1.389127430783541526e-04
2.635299894327359799e-03,1.148442872033659482e-04
2.287218217635634057e-03,1.342543322638402943e-04
3.903311716561503730e-03,7.990620609451213328e-05
2.585573940514256184e-03,1.319251268565833652e-04
2.635299894327359799e-03,1.117386799936900517e-04
1.292699141373560012e-03,1.544407791267336078e-04
1.019206395401489693e-03,1.606519935460854007e-04
1.591054864252182139e-03,1.668632079654371937e-04
3.256874316991155861e-03,1.233847070299746431e-04
1.093795326121145333e-03,1.668632079654371937e-04
2.734751801953567030e-03,1.241611088323936376e-04
2.883929663392878311e-03,1.055274655743382588e-04
2.560710963607704376e-03,1.156206890057849155e-04
2.635299894327359799e-03,1.132914835985280000e-04
2.287218217635634057e-03,1.365835376710972235e-04
2.013725471663563738e-03,1.280431178444885014e-04
1.640780818065285971e-03,1.497823683122197496e-04
3.232011340084604053e-03,1.055274655743382588e-04
1.988862494757011930e-03,1.334779304614212999e-04
2.610436917420807992e-03,1.117386799936900517e-04
3.430915155337018949e-03,9.621064394531058295e-05
4.027626601094263202e-03,7.990620609451213328e-05
3.033107524832189157e-03,1.249375106348126049e-04
1.914273564037356290e-03,1.590991899412474661e-04
8.451655570556269306e-04,1.645340025581802645e-04
1.665643794971837779e-03,1.474531629049628204e-04
1.267836164467008205e-03,1.575463863364094772e-04
2.411533102168393096e-03,1.241611088323936376e-04
2.560710963607704376e-03,1.109622781912710844e-04
1.143521279934249166e-03,1.653104043605992590e-04
3.604955993682881603e-03,8.456461690902597798e-05
2.560710963607704376e-03,1.327015286590023596e-04
3.107696455551845014e-03,1.148442872033659482e-04
2.063451425476667354e-03,1.412419484856110546e-04
2.535847986701152568e-03,1.163970908082038964e-04
3.207148363178052245e-03,1.047510637719192915e-04
3.306600270804259476e-03,9.077583132837775735e-05
2.933655617205981926e-03,1.125150817961090326e-04
1.267836164467008205e-03,1.660868061630181992e-04
2.436396079074944904e-03,1.420183502880300219e-04
3.430915155337018949e-03,1.047510637719192915e-04
3.903311716561503730e-03,8.767022411870187444e-05
3.729270878215641075e-03,9.698704574772955029e-05
3.033107524832189157e-03,1.303723232517454305e-04
3.207148363178052245e-03,9.543424214289160205e-05
3.729270878215641075e-03,8.922302772353980912e-05
2.734751801953567030e-03,1.210555016227177411e-04
3.157422409364948630e-03,1.031982601670813432e-04
3.232011340084604053e-03,1.078566709815951879e-04
2.759614778860118838e-03,1.264903142396505667e-04
3.033107524832189157e-03,1.210555016227177411e-04
2.336944171448737673e-03,1.109622781912710844e-04
3.082833478645292773e-03,1.070802691791762070e-04
