6.749064364873624301e-03,3.385614627280430838e-04
7.951513688090185855e-03,2.924463217800792243e-04
8.578878552377086630e-03,2.715639938036427340e-04
7.716251863982597631e-03,3.011472917702610365e-04
7.716251863982597631e-03,3.037575827673156181e-04
7.533270445232252005e-03,3.098482617604429029e-04
8.970981592556400916e-03,2.628630238134608676e-04
7.298008621124663781e-03,3.168090377525884177e-04
8.578878552377086630e-03,2.776546727967700188e-04
7.298008621124663781e-03,3.176791347516066477e-04
7.167307607731559019e-03,3.220296197466975810e-04
7.663971458625355032e-03,3.046276797663338481e-04
8.029934296126048018e-03,2.907061277820428185e-04
6.618363351480520407e-03,3.429119477231340170e-04
6.775204567552244733e-03,3.333408807339339206e-04
8.657299160412950528e-03,2.715639938036427340e-04
7.768532269339840229e-03,3.020173887692792665e-04
7.794672472018459794e-03,3.002771947712429149e-04
7.402569431839147243e-03,3.124585527574974845e-04
6.696783959516382570e-03,3.368212687300067322e-04
9.310804227378472603e-03,2.541620538232790012e-04
8.840280579163296154e-03,2.663434118095336792e-04
8.866420781841917453e-03,2.646032178114972192e-04
8.212915714876395379e-03,2.846154487889155336e-04
7.219588013088799883e-03,3.228997167457157026e-04
6.566082946123277808e-03,3.446521417211703686e-04
8.343616728269500141e-03,2.820051577918609520e-04
8.003794093447426719e-03,2.933164187790974001e-04
8.788000173806055290e-03,2.698237998056063824e-04
6.905905580945349495e-03,3.333408807339339206e-04
7.350289026481904645e-03,3.185492317506247693e-04
8.683439363091570093e-03,2.715639938036427340e-04
8.239055917555014943e-03,2.846154487889155336e-04
7.742392066661218930e-03,3.020173887692792665e-04
9.232383619342610440e-03,2.524218598252426496e-04
7.062746797017075556e-03,3.255100077427702842e-04
7.690111661303976331e-03,3.054977767653519697e-04
9.519925848807439528e-03,2.445909868340790131e-04
7.036606594338454257e-03,3.237698137447339326e-04
8.212915714876395379e-03,2.872257397859701153e-04
9.938169091665375113e-03,2.332797258468425651e-04
7.977653890768807154e-03,2.924463217800792243e-04
8.422037336305362304e-03,2.820051577918609520e-04
7.846952877375702393e-03,2.976669037741883333e-04
6.722924162195003869e-03,3.376913657290248538e-04
6.958185986302592094e-03,3.307305897368794474e-04
7.271868418446042481e-03,3.176791347516066477e-04
7.977653890768807154e-03,2.924463217800792243e-04
7.350289026481904645e-03,3.124585527574974845e-04
9.363084632735713467e-03,2.515517628262245280e-04
7.428709634517767675e-03,3.098482617604429029e-04
8.056074498804669318e-03,2.889659337840064669e-04
6.905905580945349495e-03,3.333408807339339206e-04
6.801344770230866033e-03,3.385614627280430838e-04
6.539942743444656509e-03,3.463923357192067202e-04
7.663971458625355032e-03,3.011472917702610365e-04
6.487662338087415645e-03,3.463923357192067202e-04
7.794672472018459794e-03,3.011472917702610365e-04
8.317476525590878841e-03,2.820051577918609520e-04
7.951513688090185855e-03,2.933164187790974001e-04
8.003794093447426719e-03,2.907061277820428185e-04
7.350289026481904645e-03,3.150688437545520661e-04
7.716251863982597631e-03,3.046276797663338481e-04
6.853625175588108631e-03,3.298604927378612174e-04
8.395897133626741005e-03,2.820051577918609520e-04
7.454849837196388107e-03,3.107183587594611329e-04
8.029934296126048018e-03,2.889659337840064669e-04
8.578878552377086630e-03,2.724340908026609640e-04
9.206243416663989140e-03,2.524218598252426496e-04
7.794672472018459794e-03,3.020173887692792665e-04
6.827484972909487332e-03,3.376913657290248538e-04
6.487662338087415645e-03,3.437820447221522470e-04
6.984326188981212526e-03,3.272502017408066358e-04
6.801344770230866033e-03,3.359511717309885022e-04
7.768532269339840229e-03,3.011472917702610365e-04
8.029934296126048018e-03,2.880958367849883453e-04
6.539942743444656509e-03,3.446521417211703686e-04
8.997121795235022215e-03,2.585125388183699344e-04
7.585550850589492869e-03,3.098482617604429029e-04
8.108354904161911916e-03,2.924463217800792243e-04
7.141167405052937719e-03,3.211595227476793509e-04
7.899233282732943257e-03,2.941865157781156301e-04
8.395897133626741005e-03,2.811350607928428304e-04
8.918701187199158317e-03,2.663434118095336792e-04
8.082214701483290617e-03,2.898360307830246969e-04
6.513802540766036944e-03,3.455222387201885986e-04
7.167307607731559019e-03,3.220296197466975810e-04
8.474317741662603168e-03,2.811350607928428304e-04
9.075542403270884378e-03,2.628630238134608676e-04
8.631158957734329229e-03,2.733041878016790856e-04
7.533270445232252005e-03,3.081080677624065513e-04
8.578878552377086630e-03,2.715639938036427340e-04
9.023261997913643515e-03,2.646032178114972192e-04
7.846952877375702393e-03,2.985370007732065633e-04
8.500457944341224467e-03,2.793948667948064788e-04
8.317476525590878841e-03,2.846154487889155336e-04
7.663971458625355032e-03,3.037575827673156181e-04
7.899233282732943257e-03,2.985370007732065633e-04
8.265196120233636243e-03,2.872257397859701153e-04
8.291336322912257542e-03,2.837453517898974121e-04
